actor_id,name_unified,source,Sher,Sher number,In Sher but not yet included,scottish
33444890,"Dunbar, William, Sir, approximately 1710-1793.",mikko_annotated,,,,
52566954,"Duncan of Camperdown, Adam Duncan, Viscount, 1731-1804",wikidata,,,,
28518975,"Duncan, Alexander, 1708-1795.",mikko_annotated,,,,
1431060,"Duncan, Andrew, 1744-1828.",sher,yes,37,,
30983906,"Duncan, Andrew, Jun., 1773-1832.",wikidata,,,,
49105833,"Duncan, James, merchant in Perth.",mikko_annotated,,,,
8654261,"Duncan, William, 1717-1760.",wikidata,yes,38,,
246211889,"Dundas of Aske, Thomas Dundas, Baron, 1741-1820.",mikko_annotated,,,,
243115234,"Dundas, David, Sir, 1735-1820.",wikidata,,,,
306132962,"Dundas, George, 1690-1762.",mikko_annotated,,,,
45853068,"Dundas, Robert, Lord Arniston, 1685-1753.",wikidata,,,,
76217644,"Dundas, Thomas, of Fingask.",mikko_annotated,,,,
20463953,"Dundonald, Archibald Cochrane, Earl of, 1749?-1831.",wikidata,,,,
28609430,"Dundonald, Thomas Cochrane, Earl of, 1691-1778.",mikko_annotated,,,,
49084750,"Dundonald, Thomas Cochrane, Earl of, 1702-1737.",mikko_annotated,,,,
71247945,"Dunlop, Alexander, 1684-1747.",millar_manual,,,,
12171055,"Dunlop, Thomas.",mikko_annotated,,,,
234086766,"Dunlop, William, 1692-1720.",millar_manual,,,,
55498810,"Dunmore, John Murray, Earl of, 1732-1809.",wikidata,,,,
65455693,"Dunn, Patrick, Sir, 1642-1713.",wikidata,,,,
120697851,"Duns Scotus, John, 1266-1308,",wikidata,,,,
76217659,"Durie, George.",mikko_annotated,,,,
7379314,"Dury, John, 1596-1680.",wikidata,,,,
28876540,"Dykes, Martha.",mikko_annotated,,,,
65421643,"Dyson, Jeremiah, 1722-1776.",millar_manual,,,,
19544991,"Edmonstone, Archibald, Sir, 1717-1807.",mikko_annotated,,,,
7398821,"Edwards, Jonathan, 1703-1758.",edinburgh_first_manual_added,,,,no
19241642,"Eglinton, Alexander Montgomerie, Earl of, 1723-1769.",mikko_annotated,,,,
4786924,"Eldin, John Clerk, Lord, 1757-1832.",mikko_annotated,,,,
24160162,"Elibank, Patrick Murray, Baron, 1703-1778.",mikko_annotated,,,,
11125150,"Elizabeth, Queen, consort of Frederick I, King of Bohemia, 1596-1662.",wikidata,,,,
21992439,"Elliot, Andrew, 1728-1797.",wikidata,,,,
122112783,"Elliot, Gilbert, Sir, 1722-1777.",wikidata,,,,
41705622,"Elliot, William, tenant in Arkleton.",mikko_annotated,,,,
74082943,"Elmsly, P.",wikidata,,,,
18016434,"Elphinston, James, 1721-1809.",wikidata,,,,
306072847,"Elphinstone, Charles Elphinstone, Lord, 1711-1781.",mikko_annotated,,,,
34327706,"Elphinstone, Clementina Elphinstone, Lady, 1719-1799.",mikko_annotated,,,,
67750325,England and Wales. Sovereign (1625-1649 : Charles I),wikidata,,,,
78639820,"Erroll, James Hay, Earl of, 1726-1778.",wikidata,,,,
78639831,"Erroll, Mary Hay, Countess of, -1758.",mikko_annotated,,,,
68830367,"Erskine, Alexander.",mikko_annotated,,,,
18588303,"Erskine, Andrew, 1739-1793.",mikko_annotated,,,,
57002754,"Erskine, Ebenezer, 1680-1754.",mikko_annotated,,,,
235152625,"Erskine, Henry, 1746-1817.",mikko_annotated,,,,
13841571,"Erskine, James Francis, 1743-1806.",mikko_annotated,,,,
18624351,"Erskine, John, 1662-1743.",wikidata,,,,
27137458,"Erskine, John, 1695-1768.",mikko_annotated,,,,
15608191,"Erskine, John, 1721-1803.",wikidata,,,,
61942415,"Erskine, Ralph, 1685-1752.",edinburgh_first_manual_added,,,,
6363145,"Erskine, Robert, 1735-1780.",wikidata,,,,
59154307,"Erskine, Thomas Erskine, Baron, 1750-1823.",wikidata,,,,
17623962,"Ewart, John, merchant in Dumfries.",mikko_annotated,,,,
95074328,"Ewing, Alexander, -1804.",edinburgh_first_manual_added,,,,
60621985,"Ewing, Greville, 1767-1841.",mikko_annotated,,,,
72821555,"Fairholm, Adam.",mikko_annotated,,,,
42132675,"Falconer, William, 1732-1769.",wikidata,,,,
61545511,"Farquhar, George, 1677?-1707.",mikko_annotated,,,,no
238874286,"Farquhar, John, 1732-1768.",edinburgh_first_manual_added,,,,
43387362,"Farquharson, Francis.",mikko_annotated,,,,
36823675,"Farquharson, Robert, in Dunkinty.",mikko_annotated,,,,
49128976,"Farquharson, Robert.",mikko_annotated,,,,
49279367,"Ferguson, Adam, 1723-1816.",wikidata,yes,40,,
2325415,"Ferguson, Hugh, clergyman.",millar_manual,,,,
27271796,"Ferguson, James, 1710-1776.",wikidata,yes,41,,
31084797,"Ferguson, John, Capt.",mikko_annotated,,,,
4788056,"Ferguson, Niel, 1748-1803.",mikko_annotated,,,,
11257560,"Ferguson, Robert, -1714.",wikidata,,,,
71240383,"Ferguson, Walter, (Writer)",mikko_annotated,,,,
34335187,"Fergusson, James, 1713-1771.",mikko_annotated,,,,
32790622,"Fergusson, Robert, 1750-1774.",wikidata,yes,42,,
72173157,"Ferriar, John, 1761-1815.",wikidata,,,,
78628037,"Ferrier, James, 1744-1829.",mikko_annotated,,,,
306071591,"Fife, Dorothea Sinclair Duff, Countess of, 1739-1818.",mikko_annotated,,,,
58021355,"Fife, James Duff, Earl of, 1729-1809.",mikko_annotated,,,,
242217788,"Fife, William Duff, Earl, 1697-1763.",mikko_annotated,,,,
29391128,"Findlater, James Ogilvy, Earl of, approximately 1689-1764.",mikko_annotated,,,,
80760506,"Flemyng, Malcolm, -1764.",millar_manual,,,,
74007847,"Fletcher, Andrew, 1655-1716.",wikidata,,,,
12153498,"Fletcher, Henry, -1803.",mikko_annotated,,,,
13839139,"Flockhart, John.",mikko_annotated,,,,
38441585,"Forbes of Pitsligo, Alexander Forbes, Lord, 1678-1762.",mikko_annotated,,,,
21673144,"Forbes, Anne.",wikidata,,,,
36766956,"Forbes, Arthur, Sir, 1709-1773.",mikko_annotated,,,,
239124381,"Forbes, Charles, of Auchernach.",mikko_annotated,,,,
1536566,"Forbes, Dorothea Forbes, Lady, approximately 1700-1777.",mikko_annotated,,,,
65094531,"Forbes, Duncan, 1644?-1704.",wikidata,,,,
35543312,"Forbes, Duncan, 1685-1747.",mikko_annotated,,,,
63857208,"Forbes, James Forbes, Lord, 1689-1761.",mikko_annotated,,,,
102322785,"Forbes, John",wikidata,,,,
11281841,"Forbes, John, -1675,",wikidata,,,,
60801816,"Forbes, John, 1707-1759",wikidata,,,,
18750335,"Forbes, John, of Culloden.",mikko_annotated,,,,
90632946,"Forbes, P. (Patrick).",wikidata,,,,
66809457,"Forbes, Patrick, 1564-1635.",wikidata,,,,
100185760,"Forbes, Robert, 1708-1775.",mikko_annotated,,,,
59159445,"Fordyce, David, 1711-1751.",wikidata,yes,43,,
102905536,"Fordyce, George, 1736-1802.",wikidata,yes,44,,
957491,"Fordyce, James, 1720-1796.",wikidata,yes,45,,
9694910,"Fordyce, John (Banker)",mikko_annotated,,,,
29397563,"Fordyce, William, of Auchorties.",mikko_annotated,,,,
22510525,"Fordyce, William, Sir, 1724-1792.",wikidata,,,,
36763035,"Forrest, John, merchant in Edinburgh.",mikko_annotated,,,,
3894181,"Forrester, James, -1765.",edinburgh_first_manual_added,,,,?
59265538,"Forsyth, William, 1737-1804.",wikidata,,,,
17265675,"Fountainhall, John Lauder, Lord, 1646-1722.",wikidata,,,,
6459572,"Fraser, A. (Archibald), 1736-1815.",mikko_annotated,,,,
24502323,"Fraser, Alexander, 1729-1762.",mikko_annotated,,,,
72450947,"Fraser, Alexander, 1749-1802.",mikko_annotated,,,,
26929795,"Fraser, Alexander, of Culduthill.",mikko_annotated,,,,
24470972,"Fraser, Duncan, merchant in Inverness.",mikko_annotated,,,,
78680680,"Fraser, Euphame.",mikko_annotated,,,,
38336355,"Fraser, Hugh, 1703-1770.",mikko_annotated,,,,
70099850,"Fraser, James, 1639-1699.",mikko_annotated,,,,
117448526,"Fraser, James, 1713-1754.",millar_manual,,,,
74632779,"Fraser, John, 1750-1811.",wikidata,,,,
58947517,"Fraser, Paul, 1731-1827.",mikko_annotated,,,,
63533,"Freebairn, Robert, -1747.",mikko_annotated,,,,
39225533,"Fullerton, Robert, -1757.",mikko_annotated,,,,
142645325,"Fyfe, Andrew, 1754-1824.",mikko_annotated,,,,
4004937,"Gairdner, Andrew.",mikko_annotated,,,,
58928558,"Gairdner, Ebenezer.",mikko_annotated,,,,
18611457,"Galbraith, John.",mikko_annotated,,,,
40801102,"Galloway, Alexander Stewart, Earl of, approximately 1694-1773.",mikko_annotated,,,,
21035897,"Galloway, George, 1755-",mikko_annotated,,,,
68801394,"Galloway, James Stewart, Earl of, -1746.",wikidata,,,,
2318147,"Garden, Alexander, 1714-1785.",mikko_annotated,,,,
57989699,"Gardenstone, Francis Garden, Lord, 1721-1793.",mikko_annotated,,,,
18754690,"Gartshore, George, 1687-1760.",mikko_annotated,,,,
35997106,"Gascoigne, Charles.",wikidata,,,,
43078665,"Gauld, George.",wikidata,,,,
45639633,"Ged, William, 1690-1749.",wikidata,,,,
72146311,"Geddes, Alexander, 1737-1802.",wikipedia_list,,,,
66318167,"Geddes, John, 1735-1799.",wikidata,,,,
103647260,"Gerard, Alexander, 1728-1795.",wikidata,yes,46,,
62966698,"Gib, Adam, 1714-1788.",mikko_annotated,,,,
102377186,"Gibbs, James, 1682-1754.",wikidata,,,,
155217393,"Gibson and Balfour (Edinburgh, Scotland)",mikko_annotated,,,,
20903599,"Gibson, W. (William), 1680?-1750.",millar_manual,,,,
NV12814,Gibson.,millar_manual,,,,
39720780,"Gilchrist, Ebenezer, 1707-1774.",millar_manual,,,,
76306129,"Gilchrist, John, 1759-1841.",wikidata,,,,
203402485,"Gildas, 516?-570?.",wikidata,,,,
23201945,"Gillespie, George, 1613-1648.",wikidata,,,,
299421015,"Gillies, Colin.",mikko_annotated,,,,
29583533,"Gillies, John, 1747-1836.",wikidata,yes,47,,
50645288,"Glas, John, 1695-1773.",wikidata,,,,
47163473,"Gleig, George, 1753-1840.",wikidata,,,,
74663543,"Glen, James, 1701-1777.",wikidata,,,,
70371400,"Glencairn, William Cunningham, Earl of, -1775.",mikko_annotated,,,,
36775152,"Glenie, James, 1750-1817.",wikidata,,,,
51544596,"Glenorchy, Willielma Campbell, Viscountess, 1741-1786,",wikidata,,,,
38356893,"Goldie, Alexander, -1782.",mikko_annotated,,,,
22006168,"Goldie, George.",mikko_annotated,,,,
44155614,"Goldie, John, 1717-1809.",wikidata,,,,
NV13158,"Goldie, John, of Craigmuie.",mikko_annotated,,,,
46619444,"Gordon, Alexander Gordon, Duke of, 1743-1827.",wikidata,,,,
49129132,"Gordon, Alexander Penrose Cumming, Sir, 1749-1806.",mikko_annotated,,,,
78649252,"Gordon, Alexander, -1783.",mikko_annotated,,,,
61536758,"Gordon, Alexander, 1692?-1754?.",wikidata,,,,
18765481,"Gordon, Alexander, Sir.",mikko_annotated,,,,
20588049,"Gordon, Andreas, 1712-1750 or 1751.",wikidata,,,,
51547535,"Gordon, Charles Hamilton, -1761.",mikko_annotated,,,,
58938595,"Gordon, Cosmo George Gordon, Duke of, approximately 1721-1752.",mikko_annotated,,,,
306132979,"Gordon, James, of Cocklarachy.",mikko_annotated,,,,
222460789,"Gordon, John, 1644-1726,",wikidata,,,,
70948904,"Gordon, John, of Avachy.",mikko_annotated,,,,
23545186,"Gordon, John, Sir, -1783.",mikko_annotated,,,,
66339777,"Gordon, Robert Home.",mikko_annotated,,,,
4788746,"Gordon, Robert, Sir, 1696-1772.",mikko_annotated,,,,
282262653,"Gordon, Thomas, -1750.",millar_manual,,,,
2326141,"Gordon, Thomas, Sir, 1685-1769.",mikko_annotated,,,,
56468209,"Gordon, W. (William), -approximately 1794.",mikko_annotated,,,,
9722628,"Gordon, William, 1736-1816.",mikko_annotated,,,,
19667895,"Gordon, William, active 1763-1809.",mikko_annotated,,,,
NV13316,"Gordon, William, active 18th century.",edinburgh_first_manual_added,,,,
58941281,"Govan, Alexander, merchant in Glasgow.",mikko_annotated,,,,
14636231,"Govan, William.",mikko_annotated,,,,
76173472,"Gowdie, John, 1707-1777.",mikko_annotated,,,,
24185197,"Gowrie, John Ruthven, Earl of 1578?-1600.",wikidata,,,,
21124987,"Graeme, James, 1749-1772.",wikidata,,,,
13731719,"Graham, James, 1745-1794.",wikidata,,,,
6481725,"Graham, John, merchant in Leith.",mikko_annotated,,,,
134628875,"Graham, John, Viscount Dundee, 1648-1689.",wikidata,,,,
7248616,"Graham, William, approximately 1715-1783.",mikko_annotated,,,,
71433779,"Grahame, James, 1765-1811.",wikipedia_list,,,,
20555951,"Grainger, James, 1721?-1766.",wikidata,,,,
53130832,"Grant, Alexander, Sir, -1772.",mikko_annotated,,,,
67406506,"Grant, Charles, 1746-1823.",wikidata,,,,
51547877,"Grant, Francis, -1781.",mikko_annotated,,,,
267573071,"Grant, Francis, (Writer on fisheries)",millar_manual,,,,
20484507,"Grant, James, 1720-1806.",wikidata,,,,
305130250,"Grant, James, 1743-1835.",sher,yes,48,,
7248637,"Grant, James, Sir, 1738-1811.",wikidata,,,,
44200471,"Grant, John, of Rothmaise.",mikko_annotated,,,,
39248882,"Grant, Ludovic, Sir, -1790.",mikko_annotated,,,,
NV13486,"Grant, Ludovick, Sir, 1707-1773.",mikko_annotated,,,,
306126754,"Grant, Peter Leslie.",mikko_annotated,,,,
13767730,"Grant, William (Advocate of Edinburgh)",mikko_annotated,,,,
14625272,"Gray, Andrew, -1779.",mikko_annotated,,,,
56465487,"Gray, John Gray, Lord, 1716-1782.",mikko_annotated,,,,
35882294,"Gray, Margaret Blair, Lady, 1720-1790.",mikko_annotated,,,,
49082561,"Gray, Robert, procurator-fiscal.",mikko_annotated,,,,
17125115,"Gregory, David, 1627-1720.",wikidata,,,,
6014298,"Gregory, David, 1659-1708.",wikidata,,,,
39475242,"Gregory, James, 1638-1675.",wikidata,,,,
100168650,"Gregory, James, 1753-1821.",wikidata,yes,49,,
14799615,"Gregory, John, 1724-1773.",edinburgh_first_manual_added,yes,50,,
NV14140,"Greig, George, depute sheriff-clerk of Cromarty.",mikko_annotated,,,,
72798292,"Grierson, George",wikidata,,,,
2027428,"Grieve, John, from Borrowstounness.",mikko_annotated,,,,
36775609,"Grosett, James.",mikko_annotated,,,,
31854802,"Grosett, Walter, -1760.",mikko_annotated,,,,
100194070,"Guthrie, William, 1708-1770.",sher,yes,51,,
2817698,"Guthry, Henry, approximately 1600-1676.",wikidata,,,,
9406685,"Haddington, Thomas Hamilton, Earl of, 1721-1794.",mikko_annotated,,,,
36777564,"Hadow, Ja. (James), approximately 1670-1747.",mikko_annotated,,,,
6410814,"Haldane, J. A. (James Alexander), 1768-1851.",wikidata,,,,
45721450,"Haldane, Patrick, 1683-1769.",mikko_annotated,,,,
NV14437,"Haliburton, Thomas, 1668 or 1669-1753.",mikko_annotated,,,,
66329551,"Halkerston, Helenus.",mikko_annotated,,,,
7292500,"Halket, Charles, merchant in Aberdeen.",mikko_annotated,,,,
29399946,"Halket, Peter, Sir, -1792.",mikko_annotated,,,,
68790507,"Hall, Archibald, 1736-1778.",mikko_annotated,,,,
75310270,"Hall, D.",wikidata,,,,
90632778,"Hall, James, Sir, 1761-1832.",wikidata,,,,
63868518,"Hall, William, 1675-1748.",mikko_annotated,,,,
14671766,"Halyburton, James, -1765.",wikidata,,,,
256040317,"Halyburton, Thomas, 1674-1712.",mikko_annotated,,,,
306131498,"Hamilton-Makgill, Thomas, -1779.",mikko_annotated,,,,
34333547,"Hamilton, Agnes.",mikko_annotated,,,,
97883474,"Hamilton, Alexander, -1732?.",edinburgh_first_manual_added,,,,
20473876,"Hamilton, Alexander, 1739-1802.",sher,yes,52,,
58940602,"Hamilton, Andrew, approximately 1676-1741.",wikidata,,,,
58941867,"Hamilton, Douglas Hamilton, Duke of, 1756-1799.",wikidata,,,,
54222268,"Hamilton, Elizabeth (1756?– 1816)",sher,yes,53,"Hamilton, Elizabeth (1756?– 1816)",
61405381,"Hamilton, Euphame.",mikko_annotated,,,,
29379484,"Hamilton, Hugh, merchant in Edinburgh.",mikko_annotated,,,,
74705965,"Hamilton, James Douglas, Duke of, 1658-1712.",wikidata,,,,
249100011,"Hamilton, James George Hamilton, Duke of, 1755-1769.",wikidata,,,,
60023742,"Hamilton, James Hamilton, Duke of, 1606-1649.",wikidata,,,,
78639221,"Hamilton, James Hamilton, Duke of, 1703-1743.",mikko_annotated,,,,
22002652,"Hamilton, James Hamilton, Duke of, 1724-1758.",mikko_annotated,,,,
47821811,"Hamilton, James, 1767-1839.",mikko_annotated,,,,
41701044,"Hamilton, John, -1747.",millar_manual,,,,
31857017,"Hamilton, John, 1715-1796.",mikko_annotated,,,,
NV14549,"Hamilton, Margaret, active 1744-1757.",mikko_annotated,,,,
49088493,"Hamilton, Patrick, 1504?-1528.",wikidata,,,,
61399473,"Hamilton, Robert, 1698-1773.",mikko_annotated,,,,
12645905,"Hamilton, Robert, 1743-1829.",mikko_annotated,,,,
72803144,"Hamilton, William Hamilton, Duke of, 1616-1651.",wikidata,,,,
69362348,"Hamilton, William, 1704-1754.",wikidata,,,,
65121990,"Hardie, James, 1758-1826.",wikidata,,,,
63166823,"Hardy, Thomas, 1748-1798.",wikipedia_list,,,,
31084587,"Hardy, Thomas, 1752-1832.",wikidata,,,,
306131172,"Hathorn, John, of Overairies.",mikko_annotated,,,,
76182078,"Hay-Makdougall, George, Sir, -1777",mikko_annotated,,,,
77781043,"Hay, George, 1729-1811.",wikidata,,,,
34311699,"Hay, John, 1698-1758.",mikko_annotated,,,,
36772449,"Hay, John, 1700-1780.",mikko_annotated,,,,
27495881,"Henderson, Alexander, 1583?-1646.",wikidata,,,,
55519819,"Henderson, Andrew, active 1734-1775.",millar_manual,,,,
62930936,"Henry Frederick, Prince of Wales, 1594-1612.",wikidata,,,,
7726958,"Henry, Robert, 1718-1790.",wikidata,yes,54,,
245109778,"Hepburn, George Buchan, Sir, 1739-1819.",mikko_annotated,,,,
78649321,"Hepburn, John, active 1736-1739.",mikko_annotated,,,,
29394956,"Hepburn, Patrick, active 1737-1748.",mikko_annotated,,,,
24461146,"Hepburn, Robert, -1798.",mikko_annotated,,,,
18070364,"Heriot, George, 1759-1839.",wikidata,,,,
39474241,"Heron, Robert, 1764-1807.",wikidata,yes,55,,
NV15201,"Herriot, Robert.",mikko_annotated,,,,
56178229,"Hill, George, 1750-1819.",mikko_annotated,,,,
19534653,"Hill, James, 1676-1743.",mikko_annotated,,,,
11267505,"Hog, James, 1658?-1734.",mikko_annotated,,,,
67893911,"Hog, James.",mikko_annotated,,,,
31864384,"Hog, Rebecca.",mikko_annotated,,,,
310508831,"Hog, Thomas, 1742-1827.",mikko_annotated,,,,
26929299,"Hog, William, active 18th century.",mikko_annotated,,,,
14635638,"Hog, William, junior merchant.",mikko_annotated,,,,
306131288,"Home, Alexander Home, Earl of, approximately 1715-1786.",mikko_annotated,,,,
57534707,"Home, Francis, 1719-1813.",edinburgh_first_manual_added,yes,56,,
12173570,"Home, George, -1820",mikko_annotated,,,,
23676160,"Home, George, Sir, -1803.",mikko_annotated,,,,
49234619,"Home, John, 1722-1808.",edinburgh_first_manual_added,yes,58,,
68795813,"Home, John, Sir, 1679-1756.",mikko_annotated,,,,
249100082,"Home, William Home, Earl of, approximately 1710-1761.",mikko_annotated,,,,
56476932,"Honyman, William, Sir, 1756-1825.",wikidata,,,,
306131295,"Hope, Archibald, Sir, 1735-1794.",mikko_annotated,,,,
69710126,"Hope, John, 1725-1786.",wikidata,,,,
9836810,"Hope, Thomas Charles, 1766-1844.",wikidata,,,,
78646010,"Hopetoun, Henrietta Hope, Countess of, 1682-1750.",mikko_annotated,,,,
NV15713,"Hopetoun, John Hope, Earl of, 1704-1781.",mikko_annotated,,,,
248204845,"Houston, Eleanora, Lady, 1720-1769.",mikko_annotated,,,,
66335960,"Houston, John, Sir, -1751.",mikko_annotated,,,,
54019842,"Houston, Margaret, Lady, 1683-1757.",mikko_annotated,,,,
35393071,"Houstoun, William, 1703-1733.",wikidata,,,,
229707183,"Howe, Charles, 1661-1742.",edinburgh_first_manual_added,,,,no
66369838,"Howie, Alexander.",mikko_annotated,,,,
305051755,"Howie, David.",mikko_annotated,,,,
10983890,"Howie, John, 1735-1793.",wikidata,,,,
234135255,"Hume-Campbell, Alexander, 1708-1760.",mikko_annotated,,,,
19856015,"Hume, David, 1560?-1630?.",wikidata,,,,
49226972,"Hume, David, 1711-1776.",edinburgh_first_manual_added,yes,59,,
16787566,"Hume, John, 1703-1782.",millar_manual,,,,
62329475,"Hunter, A. (Alexander), 1729-1809.",wikidata,,,,
63872733,"Hunter, Andrew, 1743-1809.",mikko_annotated,,,,
38437429,"Hunter, George.",mikko_annotated,,,,
39241122,"Hunter, James, of Inchture.",mikko_annotated,,,,
NV_BH_X03208179X,"Hunter, Jean.",mikko_annotated,,,,
101579769,"Hunter, John, -1809.",wikidata,,,,
100368494,"Hunter, John, 1728-1793.",wikidata,yes,60,,
68797006,"Hunter, John, minister at Gateschaw.",mikko_annotated,,,,
70290445,"Hunter, Robert, 1666-1734.",wikidata,,,,
4808096,"Hunter, Robertus.",mikko_annotated,,,,
41937557,"Hunter, William, 1718-1783.",wikidata,yes,61,,
21050292,"Hunter, William, 1755-1812.",wikidata,,,,
51735420,"Hutcheson, Francis (1694–1746)",sher,yes,62,"Hutcheson, Francis (1694–1746)",
71255677,"Hutchison, Patrick, 1740?-1802.",mikko_annotated,,,,
2479262,"Hutton, James, 1726-1797.",mikko_annotated,yes,63,,
24477970,"Hyndford, John Carmichael, Earl of, 1710-1787.",mikko_annotated,,,,
44163545,"Inglis, Henry David, 1757-1806.",mikko_annotated,,,,
76218262,"Innes, George, of Dunkinty.",mikko_annotated,,,,
59481553,"Innes, John, 1739-1777.",edinburgh_first_manual_added,,,,
69998585,"Innes, Thomas, 1662-1744.",wikidata,,,,
292944505,"Irvine, Alexander, 1754-1844.",mikko_annotated,,,,
18525049,"Irvine, William, 1776-1811.",wikidata,,,,
50010933,"Irving, David, 1778-1860.",wikidata,,,,
38336863,"J. I. (John Inglis), 1708-1775.",wikidata,,,,
33050238,"Jacchaeus, Gilbertus, 1585-1628.",wikidata,,,,
42633867,"James IV, King of Scotland, 1473-1513.",wikidata,,,,
268774695,"James V, King of Scotland, 1512-1542.",wikidata,,,,
88905668,"James VI, King of Scotland, 1566-1625.",wikidata,,,,
19895365,"Jameson, Robert, 1774-1854.",mikko_annotated,,,,
2815086,"Jamieson, Alexander.",wikipedia_list,,,,
235081592,"Jamieson, Andrew, merchant in Edinburgh.",mikko_annotated,,,,
68807918,"Jamieson, Elisabeth.",mikko_annotated,,,,
73905587,"Jamieson, John, 1759-1838.",wikidata,,,,
78642860,"Jamieson, John, Bailie.",mikko_annotated,,,,
46607545,"Jamison, David, 1660-1739.",wikidata,,,,
29401133,"Jardine, William, Sir, -1807.",mikko_annotated,,,,
46627598,"Jeffray, James, 1759-1848.",mikko_annotated,,,,
52485486,"Jeffrey, Francis Jeffrey, Lord, 1773-1850.",wikidata,,,,
38571469,"Johnson, James, approximately 1750-1811.",wikidata,,,,
70111845,"Johnston, David, 1734-1824.",mikko_annotated,,,,
96858667,"Johnston, Gabriel, 1699-1752,",wikidata,,,,
100903899,"Johnston, John, 1570?-1611.",wikidata,,,,
4796568,"Johnston, Samuel, 1733-1816",wikidata,,,,
27097278,"Johnstone, George, 1730-1787.",wikidata,,,,
24679615,"Jones, John Paul, 1747-1792.",wikidata,,,,
78651125,"Justice, James, 1698-1763.",mikko_annotated,,,,
7476790,"Kames, Henry Home, Lord, 1696-1782.",wikidata,yes,57,,
9926861,"Keill, John, 1671-1721.",wikidata,,,,
26928974,"Keir, James, 1735-1820.",wikidata,,,,
35934657,"Keith, George Skene, 1752-1823.",mikko_annotated,,,,
47659974,"Keith, James Francis Edward, 1696-1758.",wikidata,,,,
60239773,"Keith, Robert, 1681-1757.",wikidata,,,,
49269127,"Keith, William, Sir, 1680-1749.",wikidata,,,,
42784388,"Kelly, Isabella.",wikipedia_list,,,,
26966532,"Ker, Andrew, in Nether-Chatto.",mikko_annotated,,,,
29399093,"Ker, Anna.",mikko_annotated,,,,
24468135,"Ker, Henrietta Ann, -1794.",mikko_annotated,,,,
5083666,"Ker, John, 1673-1726.",mikko_annotated,,,,
78646412,"Ker, Margaret.",mikko_annotated,,,,
39240479,"Ker, William, M.A.",mikko_annotated,,,,
61898118,"Kerr, Robert, 1755-1813,",wikidata,,,,
20477322,"Kidd, William, -1701",wikidata,,,,
39241855,"Kincaid, Alexander, 1710 or 1711-1777.",mikko_annotated,,,,
43858314,"Kincaid, Alexander.",mikko_annotated,,,,
68797892,"Kinloch, David, Sir, approximately 1710-1795",mikko_annotated,,,,
19581387,"Kinnell, Robert.",mikko_annotated,,,,
NV17869,"Kinnoull, George Hay, Earl of, 1689-1758.",mikko_annotated,,,,
71474906,"Kirk, Robert, 1641?-1692.",wikidata,,,,
22482115,"Kirkpatrick, J. (James), approximately 1696-1770.",millar_manual,,,,
70334516,"Kirkpatrick, James.",mikko_annotated,,,,
91970483,"Kirkwood, James, 1650?-1708.",wikidata,,,,
100199622,"Knox, John, 1505-1572.",wikidata,,,,
49277866,"Knox, John, 1720-1790.",sher,yes,64,,
35976631,"Laing, David.",mikko_annotated,,,,
47103807,"Laing, Malcolm, 1762-1818.",wikidata,yes,65,,
306131515,"Landale, David, surgeon in Leven.",mikko_annotated,,,,
236933931,"Lauder, Andrew, Sir, 1702-1769.",wikidata,,,,
58035147,"Lauderdale, Charles Maitland, Earl of, -1691.",wikidata,,,,
21708252,"Lauderdale, James Maitland, Earl of, 1718-1789.",mikko_annotated,,,,
74192558,"Lauderdale, James Maitland, Earl of, 1759-1839.",wikidata,,,,
89752029,"Lauderdale, John Maitland, Duke of, 1616-1682.",wikidata,,,,
2333461,"Lauderdale, John.",mikko_annotated,,,,
40765427,"Laurie, Gilbert.",mikko_annotated,,,,
14836706,"Law, John, 1671-1729.",wikidata,,,,
88058589,"Lee, James, 1715-1795.",wikidata,,,,
74003470,"Leechman, William, 1706-1785.",wikidata,yes,66,,
22010611,"Leeds, Francis Godolphin Osborne, Duke of, 1751-1799.",wikidata,,,,
120201643,"Leighton, Alexander, 1568-1649.",wikidata,,,,
64283738,"Leighton, Robert, 1611-1684.",mikko_annotated,,,,
28416489,"Leiper, Thomas, 1745-1825.",wikidata,,,,
26024228,"Lennox, James Stuart, Duke of, 1612-1655.",wikidata,,,,
36777367,"Leslie, Antonius Leslie, Count.",mikko_annotated,,,,
17095410,"Leslie, Charles Cajetan, Graf von.",mikko_annotated,,,,
14642170,"Leslie, Charles, active 1738-1743.",mikko_annotated,,,,
49280284,"Leslie, John, 1527-1596.",wikidata,,,,
22008772,"Leslie, John, 1751-1828.",mikko_annotated,,,,
70347937,"Leven, Alexander Leslie, Earl of, 1580?-1661.",wikidata,,,,
54362232,"Leyden, John, 1775-1811.",wikidata,,,,
42620972,"Liddel, Duncan, 1561-1613.",wikidata,,,,
52473197,"Lind, James, 1716-1794.",edinburgh_first_manual_added,,,,
50384484,"Lind, James, 1736-1812.",wikidata,yes,67,,
13388940,"Lindsay, David, -1641?.",wikidata,,,,
46764133,"Lindsay, David, Sir, active 1490-1555.",wikidata,,,,
66029486,"Lindsay, Patrick, 1686-1753.",edinburgh_first_manual_added,,,,
10948476,"Lindsay, Robert, 1500?-1565?.",millar_manual,,,,
23020715,"Liston, Robert, 1742-1836.",wikidata,,,,
69059146,"Lithgow, William, 1582-1645?.",wikidata,,,,
55429806,"Livingston, Robert, 1654-1728.",wikidata,,,,
31868745,"Livingstone, John, 1603-1672.",wikidata,,,,
